,,,,,,,,,,Fitness,Fitness,Fitness,Predicted,Predicted,Predicted,,,,,,,
Day,Date,DoW,Dist,Time,Pace,Speed,HR,Elevation gain,Avg gradient,Indoor,Outdoor,Corrected,Hastings,Oslo,Holmestrand,Route,Notes,Actual km,Month,Week time,Actual pace,Index
496,27-Jul-2013,Saturday,15.2,1:32:23,0:06:04,9.87,155,140,0.92%,,12.50,13.20,1:41:43,1:36:29,3:34:40,Heggedal,Easy,,,,,1.281
497,28-Jul-2013,Sunday,,,,,,,,,,,,,,,,44.8,,4:32:54,6.08,1.281
498,29-Jul-2013,Monday,,,,,,,,,,,,,,,,,,,,1.282
499,30-Jul-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.283
500,31-Jul-2013,Wednesday,10,0:55:24,0:05:32,10.83,168,85,0.85%,,11.69,12.33,1:49:19,1:43:18,3:50:39,Semsvann,Moderate,,90.3499999999999,,,1.283
501,1-Aug-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.284
502,2-Aug-2013,Friday,,,,,,,,,,,,,,,,,,,,1.285
503,3-Aug-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.285
504,4-Aug-2013,Sunday,18,1:43:45,0:05:45,10.41,161,140,0.78%,,12.21,12.79,1:45:07,1:39:33,3:41:49,Heggedal,Easy,28,,2:39:09,5.68,1.286
505,5-Aug-2013,Monday,,,,,,,,,,,,,,,,,,,,1.287
506,6-Aug-2013,Tuesday,7,0:37:26,0:05:20,11.22,165,55,0.79%,,12.54,13.13,1:42:16,1:36:58,3:35:49,Semsvann,Moderate,,,,,1.287
507,7-Aug-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.288
508,8-Aug-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.288
509,9-Aug-2013,Friday,,,,,,,,,,,,,,,,,,,,1.289
510,10-Aug-2013,Saturday,21.1,2:02:47,0:05:49,10.31,167,140,0.66%,,11.26,11.76,1:55:01,1:48:22,4:02:35,Heggedal,Moderate,,,,,1.290
511,11-Aug-2013,Sunday,,,,,,,,,,,,,,,,28.1,,2:40:13,5.70,1.290
512,12-Aug-2013,Monday,,,,,,,,,,,,,,,,,,,,1.291
513,13-Aug-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.292
514,14-Aug-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.292
515,15-Aug-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.293
516,16-Aug-2013,Friday,,,,,,,,,,,,,,,,,,,,1.294
517,17-Aug-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.294
518,18-Aug-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.295
519,19-Aug-2013,Monday,,,,,,,,,,,,,,,,,,,,1.296
520,20-Aug-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.296
521,21-Aug-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.297
522,22-Aug-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.297
523,23-Aug-2013,Friday,,,,,,,,,,,,,,,,,,,,1.298
524,24-Aug-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.299
525,25-Aug-2013,Sunday,9.5,0:54:36,0:05:44,10.44,167,85,0.89%,,11.40,12.07,1:51:49,1:45:32,3:55:53,Semsvann,Back quite stiff,9.5,,0:54:36,5.75,1.299
526,26-Aug-2013,Monday,,,,,,,,,,,,,,,,,,,,1.300
527,27-Aug-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.301
528,28-Aug-2013,Wednesday,9.5,0:57:00,0:06:00,10.00,,85,0.89%,,,,,,,Semsvann,Moderate,,,,,1.301
529,29-Aug-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.302
530,30-Aug-2013,Friday,,,,,,,,,,,,,,,,,,,,1.303
531,31-Aug-2013,Saturday,,,,,,,,,,,,,,,,,65.0999999999999,,,1.303
532,1-Sep-2013,Sunday,19.4,1:57:38,0:06:03,9.90,162,140,0.72%,,11.46,12.01,1:52:28,1:46:07,3:57:15,Heggedal,Easy but legs complained,28.9,,2:54:38,6.05,1.304
533,2-Sep-2013,Monday,,,,,,,,,,,,,,,,,,,,1.305
534,3-Sep-2013,Tuesday,9.5,1:00:00,0:00:00,#DIV/0!,,85,0.89%,,,,,,,Semsvann,Easy,,,,,1.305
535,4-Sep-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.306
536,5-Sep-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.307
537,6-Sep-2013,Friday,,,,,,,,,,,,,,,,,,,,1.307
538,7-Sep-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.308
539,8-Sep-2013,Sunday,,,,,,,,,,,,,,,,9.5,,0,0.00,1.309
540,9-Sep-2013,Monday,19.5,1:59:04,0:06:06,9.83,156,140,0.72%,,12.28,12.82,1:44:52,1:39:19,3:41:17,Heggedal,Easy,,,,,1.309
541,10-Sep-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.310
542,11-Sep-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.311
543,12-Sep-2013,Thursday,9.5,0:56:00,0:05:53,10.18,,85,0.89%,,,,,,,Semsvann,Easy,,,,,1.311
544,13-Sep-2013,Friday,,,,,,,,,,,,,,,,,,,,1.312
545,14-Sep-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.312
546,15-Sep-2013,Sunday,,,,,,,,,,,,,,,,29,,2:55:04,6.03,1.313
547,16-Sep-2013,Monday,,,,,,,,,,,,,,,,,,,,1.314
548,17-Sep-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.314
549,18-Sep-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.315
550,19-Sep-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.316
551,20-Sep-2013,Friday,,,,,,,,,,,,,,,,,,,,1.316
552,21-Sep-2013,Saturday,21.1,1:59:16,0:05:39,10.61,179,125,0.59%,,10.19,10.63,2:08:08,1:59:56,4:30:05,Oslo HM,Cramp from 12km to finish. Hurt.,,,,,1.317
553,22-Sep-2013,Sunday,,,,,,,,,,,,,,,,21.1,,1:59:16,5.65,1.318
554,23-Sep-2013,Monday,,,,,,,,,,,,,,,,,,,,1.318
555,24-Sep-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.319
556,25-Sep-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.320
557,26-Sep-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.320
558,27-Sep-2013,Friday,,,,,,,,,,,,,,,,,,,,1.321
559,28-Sep-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.322
560,29-Sep-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.322
561,30-Sep-2013,Monday,,,,,,,,,,,,,,,,,79.0000000000002,,,1.323
562,1-Oct-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.324
563,2-Oct-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.324
564,3-Oct-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.325
565,4-Oct-2013,Friday,,,,,,,,,,,,,,,,,,,,1.326
566,5-Oct-2013,Saturday,9.5,1:00:00,0:00:00,#DIV/0!,,,,,,,,,,Semsvann,Hard,,,,,1.326
567,6-Oct-2013,Sunday,,,,,,,,,,,,,,,,9.5,,0,0.00,1.327
568,7-Oct-2013,Monday,,,,,,,,,,,,,,,,,,,,1.328
569,8-Oct-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.328
570,9-Oct-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.329
571,10-Oct-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.330
572,11-Oct-2013,Friday,,,,,,,,,,,,,,,,,,,,1.330
573,12-Oct-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.331
574,13-Oct-2013,Sunday,10,1:00:00,0:06:00,10.00,,,,,,,,,,Hvalstad,Moderate,10,,1:00:00,6.00,1.332
575,14-Oct-2013,Monday,,,,,,,,,,,,,,,,,,,,1.332
576,15-Oct-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.333
577,16-Oct-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.334
578,17-Oct-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.334
579,18-Oct-2013,Friday,,,,,,,,,,,,,,,,,,,,1.335
580,19-Oct-2013,Saturday,9.5,0:57:00,0:06:00,10.00,,,,,,,,,,Semsvann,Moderate,,,,,1.336
581,20-Oct-2013,Sunday,,,,,,,,,,,,,,,,9.5,,0:57:00,6.00,1.336
582,21-Oct-2013,Monday,,,,,,,,,,,,,,,,,,,,1.337
583,22-Oct-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.338
584,23-Oct-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.338
585,24-Oct-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.339
586,25-Oct-2013,Friday,,,,,,,,,,,,,,,,,,,,1.340
587,26-Oct-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.340
588,27-Oct-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.341
589,28-Oct-2013,Monday,,,,,,,,,,,,,,,,,,,,1.342
590,29-Oct-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.342
591,30-Oct-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.343
592,31-Oct-2013,Thursday,,,,,,,,,,,,,,,,,29,,,1.344
593,1-Nov-2013,Friday,,,,,,,,,,,,,,,,,,,,1.344
594,2-Nov-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.345
595,3-Nov-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.346
596,4-Nov-2013,Monday,,,,,,,,,,,,,,,,,,,,1.346
597,5-Nov-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.347
598,6-Nov-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.348
599,7-Nov-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.348
600,8-Nov-2013,Friday,,,,,,,,,,,,,,,,,,,,1.349
601,9-Nov-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.350
602,10-Nov-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.350
603,11-Nov-2013,Monday,,,,,,,,,,,,,,,,,,,,1.351
604,12-Nov-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.352
605,13-Nov-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.352
606,14-Nov-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.353
607,15-Nov-2013,Friday,,,,,,,,,,,,,,,,,,,,1.354
608,16-Nov-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.354
609,17-Nov-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.355
610,18-Nov-2013,Monday,,,,,,,,,,,,,,,,,,,,1.356
611,19-Nov-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.357
612,20-Nov-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.357
613,21-Nov-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.358
614,22-Nov-2013,Friday,,,,,,,,,,,,,,,,,,,,1.359
615,23-Nov-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.359
616,24-Nov-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.360
617,25-Nov-2013,Monday,,,,,,,,,,,,,,,,,,,,1.361
618,26-Nov-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.361
619,27-Nov-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.362
620,28-Nov-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.363
621,29-Nov-2013,Friday,,,,,,,,,,,,,,,,,,,,1.363
622,30-Nov-2013,Saturday,,,,,,,,,,,,,,,,,0,,,1.364
623,1-Dec-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.365
624,2-Dec-2013,Monday,,,,,,,,,,,,,,,,,,,,1.365
625,3-Dec-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.366
626,4-Dec-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.367
627,5-Dec-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.367
628,6-Dec-2013,Friday,,,,,,,,,,,,,,,,,,,,1.368
629,7-Dec-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.369
630,8-Dec-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.369
631,9-Dec-2013,Monday,,,,,,,,,,,,,,,,,,,,1.370
632,10-Dec-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.371
633,11-Dec-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.372
634,12-Dec-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.372
635,13-Dec-2013,Friday,,,,,,,,,,,,,,,,,,,,1.373
636,14-Dec-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.374
637,15-Dec-2013,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.374
638,16-Dec-2013,Monday,,,,,,,,,,,,,,,,,,,,1.375
639,17-Dec-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.376
640,18-Dec-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.376
641,19-Dec-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.377
642,20-Dec-2013,Friday,,,,,,,,,,,,,,,,,,,,1.378
643,21-Dec-2013,Saturday,,,,,,,,,,,,,,,,,,,,1.378
644,22-Dec-2013,Sunday,10,1:10:00,0:07:00,8.57,,,,,,,,,,Hvalstad,Moderate,10,,1:10:00,7.00,1.379
645,23-Dec-2013,Monday,,,,,,,,,,,,,,,,,,,,1.380
646,24-Dec-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.380
647,25-Dec-2013,Wednesday,,,,,,,,,,,,,,,,,,,,1.381
648,26-Dec-2013,Thursday,,,,,,,,,,,,,,,,,,,,1.382
649,27-Dec-2013,Friday,,,,,,,,,,,,,,,,,,,,1.383
650,28-Dec-2013,Saturday,10,1:07:00,0:06:42,8.96,,,,,,,,,,Hvalstad,Moderate,,,,,1.383
651,29-Dec-2013,Sunday,,,,,,,,,,,,,,,,10,,1:07:00,6.70,1.384
652,30-Dec-2013,Monday,,,,,,,,,,,,,,,,,,,,1.385
653,31-Dec-2013,Tuesday,,,,,,,,,,,,,,,,,,,,1.385
654,1-Jan-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.386
655,2-Jan-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.387
656,3-Jan-2014,Friday,,,,,,,,,,,,,,,,,,,,1.387
657,4-Jan-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.388
658,5-Jan-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.389
659,6-Jan-2014,Monday,,,,,,,,,,,,,,,,,,,,1.389
660,7-Jan-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.390
661,8-Jan-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.391
662,9-Jan-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.392
663,10-Jan-2014,Friday,,,,,,,,,,,,,,,,,,,,1.392
664,11-Jan-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.393
665,12-Jan-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.394
666,13-Jan-2014,Monday,,,,,,,,,,,,,,,,,,,,1.394
667,14-Jan-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.395
668,15-Jan-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.396
669,16-Jan-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.396
670,17-Jan-2014,Friday,,,,,,,,,,,,,,,,,,,,1.397
671,18-Jan-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.398
672,19-Jan-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.399
673,20-Jan-2014,Monday,,,,,,,,,,,,,,,,,,,,1.399
674,21-Jan-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.400
675,22-Jan-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.401
676,23-Jan-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.401
677,24-Jan-2014,Friday,,,,,,,,,,,,,,,,,,,,1.402
678,25-Jan-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.403
679,26-Jan-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.403
680,27-Jan-2014,Monday,,,,,,,,,,,,,,,,,,,,1.404
681,28-Jan-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.405
682,29-Jan-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.406
683,30-Jan-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.406
684,31-Jan-2014,Friday,,,,,,,,,,,,,,,,,,,,1.407
685,1-Feb-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.408
686,2-Feb-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.408
687,3-Feb-2014,Monday,,,,,,,,,,,,,,,,,,,,1.409
688,4-Feb-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.410
689,5-Feb-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.410
690,6-Feb-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.411
691,7-Feb-2014,Friday,,,,,,,,,,,,,,,,,,,,1.412
692,8-Feb-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.413
693,9-Feb-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.413
694,10-Feb-2014,Monday,,,,,,,,,,,,,,,,,,,,1.414
695,11-Feb-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.415
696,12-Feb-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.415
697,13-Feb-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.416
698,14-Feb-2014,Friday,,,,,,,,,,,,,,,,,,,,1.417
699,15-Feb-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.418
700,16-Feb-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.418
701,17-Feb-2014,Monday,,,,,,,,,,,,,,,,,,,,1.419
702,18-Feb-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.420
703,19-Feb-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.420
704,20-Feb-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.421
705,21-Feb-2014,Friday,,,,,,,,,,,,,,,,,,,,1.422
706,22-Feb-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.422
707,23-Feb-2014,Sunday,10,1:11:00,0:07:06,8.45,,,,,,,,,,Hvalstad,Legs hurt,10,,1:11:00,7.10,1.423
708,24-Feb-2014,Monday,,,,,,,,,,,,,,,,,,,,1.424
709,25-Feb-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.425
710,26-Feb-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.425
711,27-Feb-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.426
712,28-Feb-2014,Friday,,,,,,,,,,,,,,,,,,,,1.427
713,1-Mar-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.427
714,2-Mar-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.428
715,3-Mar-2014,Monday,,,,,,,,,,,,,,,,,,,,1.429
716,4-Mar-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.430
717,5-Mar-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.430
718,6-Mar-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.431
719,7-Mar-2014,Friday,,,,,,,,,,,,,,,,,,,,1.432
720,8-Mar-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.432
721,9-Mar-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.433
722,10-Mar-2014,Monday,,,,,,,,,,,,,,,,,,,,1.434
723,11-Mar-2014,Tuesday,10,1:07:00,0:06:42,8.96,,,,,,,,,,Semsvann,"Nice weather, icy in places",,,,,1.435
724,12-Mar-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.435
725,13-Mar-2014,Thursday,7.5,0:46:00,0:06:08,9.78,,,,,,,,,,Semsvann,"Nice weather, no ice",,,,,1.436
726,14-Mar-2014,Friday,,,,,,,,,,,,,,,,,,,,1.437
727,15-Mar-2014,Saturday,14.6,1:33:00,0:06:22,9.42,,,,,,,,,,Heggedal,Easy,,,,,1.438
728,16-Mar-2014,Sunday,,,,,,,,,,,,,,,,32.1,,3:26:00,6.42,1.438
729,17-Mar-2014,Monday,,,,,,,,,,,,,,,,,,,,1.439
730,18-Mar-2014,Tuesday,10,1:04:30,0:06:27,9.30,171,85,0.85%,,9.71,10.35,2:11:53,2:03:13,4:37:57,Semsvann,"Muddy, slightly icy in places",,,,,1.440
731,19-Mar-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.440
732,20-Mar-2014,Thursday,10,1:02:10,0:06:13,9.65,173,85,0.85%,,9.86,10.50,2:09:53,2:01:28,4:33:46,Semsvann,"Muddy, slightly icy in places",,,,,1.441
733,21-Mar-2014,Friday,,,,,,,,,,,,,,,,,,,,1.442
734,22-Mar-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.443
735,23-Mar-2014,Sunday,17,1:44:32,0:06:08,9.76,164,130,0.76%,,11.04,11.61,1:56:35,1:49:45,4:05:52,Heggedal,,37,,3:51:12,6.25,1.443
736,24-Mar-2014,Monday,,,,,,,,,,,,,,,,,,,,1.444
737,25-Mar-2014,Tuesday,10,1:00:30,0:06:03,9.92,170,85,0.85%,,10.47,11.11,2:02:15,1:54:46,4:17:45,Semsvann,Slightly muddy,,,,,1.445
738,26-Mar-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.445
739,27-Mar-2014,Thursday,10,1:02:42,0:06:16,9.57,166,85,0.85%,,10.57,11.21,2:01:03,1:53:42,4:15:14,Semsvann,,,,,,1.446
740,28-Mar-2014,Friday,,,,,,,,,,,,,,,,,,,,1.447
741,29-Mar-2014,Saturday,7,0:39:06,0:05:35,10.74,171,40,0.57%,,11.21,11.64,1:56:13,1:49:26,4:05:07,Semsvann,"2 @ 5:32 173bpm, 0.8, 1.4 @ 174, 0.8, 2 @ 5:13 171",,,,,1.448
742,30-Mar-2014,Sunday,15.2,1:34:28,0:06:12,9.65,157,130,0.86%,,11.91,12.55,1:47:15,1:41:27,3:46:18,Heggedal,,42.2,,4:16:46,6.08,1.448
743,31-Mar-2014,Monday,,,,,,,,,,,,,,,,,,,,1.449
744,1-Apr-2014,Tuesday,10,1:05:58,0:06:35,9.10,,85,0.85%,,,,,,,Semsvann,HRM acting up,,,,,1.450
745,2-Apr-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.450
746,3-Apr-2014,Thursday,7,0:42:34,0:06:04,9.87,163,40,0.57%,,11.29,11.72,1:55:23,1:48:41,4:03:21,Semsvann,Few strides,,,,,1.451
747,4-Apr-2014,Friday,,,,,,,,,,,,,,,,,,,,1.452
748,5-Apr-2014,Saturday,10,0:51:57,0:05:11,11.55,175,30,0.30%,,11.55,11.77,1:54:50,1:48:12,4:02:11,Holmestrand 10km,26:59 @ 172bpm; 24:58 @ 179bpm. Sprint finish.,,,,,1.453
749,6-Apr-2014,Sunday,,,,,,,,,,,,,,,,27,,2:40:29,5.95,1.453
750,7-Apr-2014,Monday,9.75,0:59:51,0:06:08,9.77,160,85,0.87%,,11.61,12.26,1:49:58,1:43:53,3:52:00,Semsvann,Easy,,,,,1.454
751,8-Apr-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.455
752,9-Apr-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.456
753,10-Apr-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.456
754,11-Apr-2014,Friday,,,,,,,,,,,,,,,,,,,,1.457
755,12-Apr-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.458
756,13-Apr-2014,Sunday,,,,,,,,,,,,,,,,9.75,,0:59:51,6.13,1.458
757,14-Apr-2014,Monday,,,,,,,,,,,,,,,,,,,,1.459
758,15-Apr-2014,Tuesday,9.5,0:54:20,0:05:43,10.49,169,85,0.89%,,11.20,11.87,1:53:51,1:47:20,4:00:09,Semsvann,Moderate,,,,,1.460
759,16-Apr-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.461
760,17-Apr-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.461
761,18-Apr-2014,Friday,9.97,0:57:48,0:05:47,10.35,171,80,0.80%,,10.80,11.41,1:58:48,1:51:43,4:10:31,Kjerkebukta,Moderately easy. HR surprisingly high - coffee? Wine? Heat? ,,,,,1.462
762,19-Apr-2014,Saturday,15.2,1:32:13,0:06:04,9.89,160,120,0.79%,,11.74,12.34,1:49:16,1:43:15,3:50:31,Kjerkebukta,"Easy. Same coffee, wine, heat, but HR normal. Weird.",,,,,1.463
763,20-Apr-2014,Sunday,7.2,0:41:00,0:05:41,10.54,,40,0.56%,,,,,,,Kjerkebukta,Farrell. HR monitor seems dead,41.87,,4:05:21,5.87,1.464
764,21-Apr-2014,Monday,,,,,,,,,,,,,,,,,,,,1.464
765,22-Apr-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.465
766,23-Apr-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.466
767,24-Apr-2014,Thursday,7,0:40:00,0:05:42,10.50,,40,0.57%,,,,,,,Semsvann,,,,,,1.467
768,25-Apr-2014,Friday,,,,,,,,,,,,,,,,,,,,1.467
769,26-Apr-2014,Saturday,10,0:51:34,0:05:09,11.64,,60,0.60%,,,,,,,Sentrumsløpet,"Fairly even pace, picked it up a bit in the last 500m",,,,,1.468
770,27-Apr-2014,Sunday,,,,,,,,,,,,,,,,17,,1:31:34,5.38,1.469
771,28-Apr-2014,Monday,,,,,,,,,,,,,,,,,,,,1.469
772,29-Apr-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.470
773,30-Apr-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.471
774,1-May-2014,Thursday,9.5,0:53:50,0:05:40,10.59,,85,0.89%,,,,,,,Semsvann,Hard up the hills,,,,,1.472
775,2-May-2014,Friday,,,,,,,,,,,,,,,,,,,,1.472
776,3-May-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.473
777,4-May-2014,Sunday,14.6,1:21:00,0:05:32,10.81,,130,0.89%,,,,,,,Heggedal,Good pace up the hills,24.1,,2:14:50,5.60,1.474
778,5-May-2014,Monday,,,,,,,,,,,,,,,,,,,,1.475
779,6-May-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.475
780,7-May-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.476
781,8-May-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.477
782,9-May-2014,Friday,,,,,,,,,,,,,,,,,,,,1.478
783,10-May-2014,Saturday,1.7,0:10:00,0:05:52,10.20,,100,5.88%,,,,,,,Holmenkollstafetten: Slemmdal-Besserud,Steep!,,,,,1.478
784,11-May-2014,Sunday,,,,,,,,,,,,,,,,1.7,,0:10:00,5.88,1.479
785,12-May-2014,Monday,,,,,,,,,,,,,,,,,,,,1.480
786,13-May-2014,Tuesday,,,,,,,,,,,,,,,,,,,,1.481
787,14-May-2014,Wednesday,,,,,,,,,,,,,,,,,,,,1.481
788,15-May-2014,Thursday,,,,,,,,,,,,,,,,,,,,1.482
789,16-May-2014,Friday,,,,,,,,,,,,,,,,,,,,1.483
790,17-May-2014,Saturday,,,,,,,,,,,,,,,,,,,,1.483
791,18-May-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,1.484
792,19-May-2014,Monday,,,,,,,,,,,,,,,,,,,,1.485
